,1000,10000,100000
50,1.7220482647155948,1.683600841823831,1.6644616158378753
100,1.638012502260097,1.669596874642504,1.662511517160669
200,1.6306742135376484,1.6787679538904285,1.6651355757035116
400,1.6423045513753898,1.6668376752747136,1.667584587394099
